sr_code,name,email,password,birthdate,gender,civil_status,scholar,working_student,activities,transportation,accommodation,characteristics,interest,subjects_enrolled,year_started,year_level,target_gwa,learning_style,attended_seminars
22-80921,Evelyn Brown,22-80921@g.batstate-u.edu.ph,l1#)5XPm),2004-04-21,Female,Single,False,False,False,Bus,Apartment,"Cooperative, Witty, Adaptable, Ambitious, Alert","Food, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Kinaesthetic / Hands-on, Read/Write, Visual, Social, Auditory, Intuitive",2
21-00703,William Maggio,21-00703@g.batstate-u.edu.ph,5e+gRL=qNd,2003-03-29,Male,Married,False,False,False,Other,Dormitory,"Persistent, Ambitious, Adaptable, Punctual, Analytical","Food, Art, Photography, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Logical / Patterns, Social, Auditory, Intuitive",6
22-14995,Lisa Davis,22-14995@g.batstate-u.edu.ph,ba&*3-Pi,2003-09-22,Female,Single,False,False,True,Private Car / Taxi,With Family,"Persistent, Self-Disciplined, Creative","Programming, Sports, Yoga","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Social, Kinaesthetic / Hands-on, Logical / Patterns, Visual, Auditory",1
20-66422,Joseph Burkley,20-66422@g.batstate-u.edu.ph,kn-CGHke0X,2002-02-12,Male,Single,True,False,False,Private Car / Taxi,With Family,"Witty, Careful, Diligent","Sports, Travel, Dancing","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Read/Write, Kinaesthetic / Hands-on",3
20-26301,Hisako Hollingsworth,20-26301@g.batstate-u.edu.ph,6y2gDH7(-2,2001-11-23,Female,Single,False,True,False,Private Car / Taxi,With Family,"Obedient, Consitent, Ambitious, Creative","Sports, Volunteering, Food","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.5,"Intuitive, Logical / Patterns, Read/Write",0
22-15487,Roger Brickley,22-15487@g.batstate-u.edu.ph,aUAI150*b,2003-12-26,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Responsible, Careful, Cooperative","Games, Food, Reading Books, Sports","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Visual, Social, Intuitive, Logical / Patterns, Kinaesthetic / Hands-on, Auditory",4
19-27802,Brian Feldkamp,19-27802@g.batstate-u.edu.ph,0^^Ecr2K$r,1999-01-25,Male,Married,False,True,False,Bus,With Family,"Persistent, Creative, Adventurous, Adaptable, Honest, Analytical","Games, Art, Volunteering, Dancing","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Auditory, Read/Write, Visual, Logical / Patterns",6
20-26207,Janet Flores,20-26207@g.batstate-u.edu.ph,+s4Rb%XgC.,2000-01-11,Female,Single,True,False,False,Private Car / Taxi,Apartment,"Self-Disciplined, Consitent, Punctual, Alert","Games, Photography","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Read/Write, Visual, Social, Intuitive, Kinaesthetic / Hands-on, Auditory",2
21-54213,Thomas Mack,21-54213@g.batstate-u.edu.ph,x8fN0TP==,2003-02-16,Male,Married,True,False,False,Private Car / Taxi,Apartment,"Cooperative, Diligent, Responsible","Music, Reading Books","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Visual, Read/Write, Logical / Patterns, Intuitive, Auditory, Kinaesthetic / Hands-on",1
22-92307,Melissa Lach,22-92307@g.batstate-u.edu.ph,J#d0!qGq,2003-05-28,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Cooperative, Careful, Diligent","Dancing, Games, Art","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Visual, Kinaesthetic / Hands-on, Intuitive, Social, Read/Write",6
20-36119,Alesha Young,20-36119@g.batstate-u.edu.ph,3D-n9Mw&nx,2002-05-04,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Adventurous, Careful, Alert","Programming, Dancing, Reading Books, Sports","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Social, Read/Write, Auditory, Visual, Logical / Patterns, Kinaesthetic / Hands-on",6
19-86079,Kenny Strong,19-86079@g.batstate-u.edu.ph,iS9tJQC-#,2000-08-20,Male,Single,True,False,False,Bus,Apartment,"Obedient, Persistent, Responsible","Programming, Music, Travel","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Logical / Patterns, Intuitive, Read/Write",7
19-64823,Virgil Flynn,19-64823@g.batstate-u.edu.ph,pBK)2Eo+5W,2000-01-07,Male,Married,True,False,True,Bus,Apartment,"Analytical, Consitent, Punctual, Persistent","Yoga, Food","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Kinaesthetic / Hands-on, Intuitive, Social, Read/Write",10
19-60349,Rose Morse,19-60349@g.batstate-u.edu.ph,l7*=lPIT,2000-09-17,Female,Single,True,False,False,Bus,Dormitory,"Creative, Ambitious, Diligent, Persistent","Photography, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Auditory, Kinaesthetic / Hands-on, Visual, Intuitive, Social",2
22-06483,Laura Parker,22-06483@g.batstate-u.edu.ph,1!Kg6^.?,2002-05-04,Female,Single,True,False,False,Private Car / Taxi,With Family,"Adventurous, Self-Disciplined, Careful, Creative, Analytical","Art, Music, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Social, Intuitive",5
21-35704,Mabel Curtis,21-35704@g.batstate-u.edu.ph,z4fT=B48>u,2003-03-29,Female,Single,False,False,False,Private Car / Taxi,With Family,"Alert, Adventurous, Creative","Sports, Food","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Kinaesthetic / Hands-on, Read/Write, Social, Visual, Logical / Patterns, Intuitive",5
22-24460,Micaela Corey,22-24460@g.batstate-u.edu.ph,pEn2y?MmTx,2003-07-15,Female,Single,False,True,False,Private Car / Taxi,With Family,"Diligent, Confident, Cooperative, Alert, Self-Disciplined, Creative","Programming, Art","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Social, Visual, Auditory",0
20-19315,Robert Goodemote,20-19315@g.batstate-u.edu.ph,"tNvC1OY,,2",2000-03-04,Male,Single,True,True,True,Bus,Dormitory,"Self-Disciplined, Honest, Adaptable, Analytical, Careful","Food, Music","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Intuitive, Visual, Auditory",1
22-31220,Jamie Anders,22-31220@g.batstate-u.edu.ph,8%sHV1V<,2004-02-08,Female,Single,True,True,False,Bus,Dormitory,"Witty, Responsible, Adventurous, Obedient","Travel, Volunteering, Photography","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Intuitive, Kinaesthetic / Hands-on, Auditory, Social, Visual",0
21-41759,Christopher Huggins,21-41759@g.batstate-u.edu.ph,2(>rCZ.Vz2,2001-11-25,Male,Single,True,False,True,Bus,With Family,"Creative, Careful, Diligent","Sports, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Kinaesthetic / Hands-on, Auditory",4
21-23313,Marcus Elfrink,21-23313@g.batstate-u.edu.ph,&$5*eH9m?0,2002-04-29,Male,Single,True,False,True,Bus,With Family,"Creative, Consitent, Witty, Careful, Diligent, Honest","Travel, Sports, Dancing, Food","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Intuitive, Auditory, Kinaesthetic / Hands-on, Visual, Social, Logical / Patterns",6
21-49146,Frances Collingwood,21-49146@g.batstate-u.edu.ph,hG64w?j5,2002-10-10,Female,Single,True,False,True,Private Car / Taxi,With Family,"Self-Disciplined, Analytical, Adventurous, Adaptable, Consitent, Responsible","Reading Books, Food, Games","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Logical / Patterns, Social",3
19-26278,Kenneth Moore,19-26278@g.batstate-u.edu.ph,Ei%peR.7,2000-12-16,Male,Single,True,False,False,Bus,With Family,"Witty, Self-Disciplined, Cooperative, Alert","Sports, Reading Books, Photography, Dancing","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Social, Read/Write, Logical / Patterns, Visual",9
22-81632,Edwin Caldwell,22-81632@g.batstate-u.edu.ph,v6Bjd6V&_,2002-06-30,Male,Single,False,False,False,Bus,Apartment,"Persistent, Confident, Creative, Careful, Witty","Dancing, Reading Books","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Logical / Patterns, Read/Write, Intuitive, Auditory, Visual",3
20-20226,Rita Barocio,20-20226@g.batstate-u.edu.ph,"QLsh%41,",2000-01-04,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Consitent, Adaptable, Cooperative, Honest, Diligent","Games, Sports","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Visual, Social, Intuitive, Auditory",1
19-26738,David Lin,19-26738@g.batstate-u.edu.ph,j>.xLLg2%,2001-07-26,Male,Single,True,False,False,Private Car / Taxi,With Family,"Analytical, Careful, Adventurous","Programming, Volunteering, Dancing, Photography","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Social, Intuitive, Auditory, Logical / Patterns, Read/Write, Visual",2
21-94249,Gretchen Glass,21-94249@g.batstate-u.edu.ph,O)C*7G*d^,2001-04-09,Female,Single,False,False,False,Bus,With Family,"Adaptable, Honest, Careful","Sports, Food, Programming, Volunteering","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Logical / Patterns, Social, Visual, Intuitive, Read/Write, Auditory",2
21-99050,Jason Gore,21-99050@g.batstate-u.edu.ph,EUhj88+=C,2002-08-18,Male,Single,False,False,False,Bus,Dormitory,"Analytical, Obedient, Ambitious, Responsible, Punctual","Volunteering, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Social, Auditory, Kinaesthetic / Hands-on, Intuitive, Visual",9
20-23973,Allen Harris,20-23973@g.batstate-u.edu.ph,DQct3e5G>D,2001-08-01,Male,Single,False,False,False,Bus,Apartment,"Responsible, Obedient, Ambitious","Art, Volunteering, Programming","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Social, Auditory",1
19-91694,Gloria Bryant,19-91694@g.batstate-u.edu.ph,(%3KjaRu>,1999-05-04,Female,Single,False,True,False,Bus,Apartment,"Witty, Ambitious, Punctual, Alert, Cooperative","Sports, Programming, Travel, Volunteering","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Visual, Intuitive",6
21-14778,Louise Buel,21-14778@g.batstate-u.edu.ph,10L?ehQvJ,2002-04-08,Female,Married,True,False,False,Bus,With Family,"Obedient, Analytical, Honest, Punctual","Volunteering, Photography, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Social, Read/Write, Kinaesthetic / Hands-on",3
19-91640,Cliff Olsen,19-91640@g.batstate-u.edu.ph,S!ZI6689Mm,2000-02-17,Male,Single,True,False,False,Bus,With Family,"Consitent, Responsible, Diligent, Alert, Cooperative","Programming, Yoga","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Intuitive, Logical / Patterns, Auditory, Visual, Read/Write",9
20-36015,Joann Louis,20-36015@g.batstate-u.edu.ph,E6T%gB.=,2001-02-01,Female,Married,True,True,False,Bus,Other,"Honest, Self-Disciplined, Adventurous","Games, Travel, Dancing","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Social, Logical / Patterns, Visual, Intuitive",1
21-29452,Ivan Howell,21-29452@g.batstate-u.edu.ph,5oML&k.P,2001-10-23,Male,Single,True,True,False,Bus,Apartment,"Witty, Adaptable, Ambitious, Honest, Confident","Volunteering, Travel","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Visual, Intuitive, Auditory, Read/Write, Kinaesthetic / Hands-on",9
20-08106,Robert Edwards,20-08106@g.batstate-u.edu.ph,*2Fim<!1X,2000-10-27,Male,Single,False,False,False,Bus,Other,"Diligent, Consitent, Obedient, Adaptable","Music, Art, Travel, Games","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Kinaesthetic / Hands-on, Social, Intuitive",3
21-53712,Allison Donnelly,21-53712@g.batstate-u.edu.ph,"Rs,3djc!#",2002-07-24,Female,Single,True,False,False,Private Car / Taxi,Apartment,"Persistent, Ambitious, Consitent","Volunteering, Reading Books, Photography","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Logical / Patterns, Kinaesthetic / Hands-on, Visual, Intuitive, Auditory, Read/Write",5
19-80839,Dolores Kennedy,19-80839@g.batstate-u.edu.ph,ot5vS).jc,2001-07-18,Female,Single,False,False,False,Private Car / Taxi,With Family,"Alert, Adventurous, Confident, Adaptable, Persistent","Travel, Dancing, Games, Photography","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Logical / Patterns, Visual, Auditory, Kinaesthetic / Hands-on, Read/Write",1
19-16495,Billie Sullivan,19-16495@g.batstate-u.edu.ph,"m,c#72!M6#",2000-11-17,Female,Single,True,False,False,Bus,Apartment,"Adventurous, Ambitious, Honest","Games, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Intuitive, Logical / Patterns, Kinaesthetic / Hands-on",4
21-99075,Juan Baker,21-99075@g.batstate-u.edu.ph,.J9yClM6=Q,2002-08-15,Male,Single,False,False,False,Private Car / Taxi,Other,"Confident, Adventurous, Creative, Honest, Responsible, Analytical","Programming, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Kinaesthetic / Hands-on, Auditory, Intuitive, Social, Visual",0
20-05603,Isabelle Harper,20-05603@g.batstate-u.edu.ph,>VXp.7TJ,2001-02-04,Female,Single,False,False,False,Private Car / Taxi,Apartment,"Obedient, Cooperative, Self-Disciplined, Honest","Sports, Reading Books","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.25,"Auditory, Social, Intuitive, Read/Write, Visual, Logical / Patterns",5
22-45392,Judy Barnum,22-45392@g.batstate-u.edu.ph,3UhpqU#S,2002-01-12,Female,Single,False,False,False,Bus,Dormitory,"Obedient, Confident, Creative, Adaptable","Photography, Programming, Travel, Yoga","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Intuitive, Read/Write, Auditory, Kinaesthetic / Hands-on, Visual, Social",0
19-41989,Jessie Robbins,19-41989@g.batstate-u.edu.ph,rV6p3E+V,2001-06-10,Female,Single,True,True,False,Bus,Dormitory,"Obedient, Responsible, Self-Disciplined, Analytical, Ambitious, Witty","Food, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Intuitive, Social, Read/Write, Kinaesthetic / Hands-on, Auditory",7
20-93751,Paul Mathews,20-93751@g.batstate-u.edu.ph,-*ij9X8>,2001-08-29,Male,Single,True,False,False,Bus,Apartment,"Cooperative, Careful, Consitent, Diligent","Art, Volunteering, Dancing, Programming","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1,"Kinaesthetic / Hands-on, Auditory, Intuitive, Read/Write, Visual",8
22-85642,Jack Bishop,22-85642@g.batstate-u.edu.ph,0EQQbU)#Ue,2003-12-24,Male,Single,True,True,True,Private Car / Taxi,Dormitory,"Creative, Adventurous, Alert, Confident, Careful","Programming, Reading Books, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Logical / Patterns, Kinaesthetic / Hands-on, Auditory",1
21-92176,Helen Hickey,21-92176@g.batstate-u.edu.ph,u9q&0JeM%,2002-04-03,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Persistent, Creative, Confident, Obedient, Analytical, Punctual","Yoga, Sports, Music, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Logical / Patterns, Intuitive, Read/Write",7
19-50403,Shu Crumley,19-50403@g.batstate-u.edu.ph,*?kp%7VK,2000-10-30,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Self-Disciplined, Alert, Consitent, Adaptable, Creative","Programming, Travel, Photography","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Kinaesthetic / Hands-on, Logical / Patterns, Auditory, Intuitive, Visual",1
21-73885,Evelyn Hart,21-73885@g.batstate-u.edu.ph,)4HjlMzY3,2001-07-19,Female,Single,True,False,True,Private Car / Taxi,With Family,"Diligent, Consitent, Alert, Confident, Careful, Self-Disciplined","Programming, Art, Travel, Volunteering","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Visual, Social, Logical / Patterns, Read/Write, Kinaesthetic / Hands-on",8
19-77321,Marie Lambert,19-77321@g.batstate-u.edu.ph,=MWp1a!0T,1999-08-20,Female,Single,False,False,True,Bus,Other,"Honest, Obedient, Careful, Witty, Diligent","Food, Sports","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Social, Auditory",8
20-70277,Brett Savage,20-70277@g.batstate-u.edu.ph,Cl1.UvF*,2001-08-05,Male,Single,False,False,False,Bus,Apartment,"Consitent, Alert, Creative","Music, Food, Reading Books, Sports","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Kinaesthetic / Hands-on, Logical / Patterns, Read/Write",4
19-82698,Judy Ressler,19-82698@g.batstate-u.edu.ph,ZZ2Cnit7=,1999-08-15,Female,Single,False,False,False,Private Car / Taxi,With Family,"Creative, Obedient, Witty, Consitent","Reading Books, Volunteering, Travel","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Auditory, Visual, Intuitive, Social",6
19-49103,Glenn Mason,19-49103@g.batstate-u.edu.ph,GdM0Y)z#E,2000-01-18,Male,Single,False,False,True,Other,With Family,"Honest, Alert, Responsible, Confident, Creative, Careful","Music, Food","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Visual, Logical / Patterns",3
21-15319,Katie Swackhammer,21-15319@g.batstate-u.edu.ph,?uf(9w5RZw,2002-05-28,Female,Single,True,True,False,Bus,Apartment,"Consitent, Persistent, Punctual, Adaptable","Photography, Yoga, Travel, Food","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Intuitive, Auditory, Read/Write, Logical / Patterns",1
20-65852,Elsie Stinchfield,20-65852@g.batstate-u.edu.ph,"16x6RPm,",2001-10-18,Female,Single,True,False,False,Bicycle,With Family,"Punctual, Adventurous, Self-Disciplined, Creative, Persistent","Music, Programming","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Read/Write, Auditory, Visual, Kinaesthetic / Hands-on, Social",6
22-52241,Laurie Patino,22-52241@g.batstate-u.edu.ph,FE<3)g5tC,2004-06-07,Female,Single,False,True,False,Bus,Dormitory,"Adventurous, Creative, Diligent","Yoga, Sports, Photography","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Logical / Patterns, Intuitive, Kinaesthetic / Hands-on, Read/Write, Social, Auditory",4
19-57611,Katherine Li,19-57611@g.batstate-u.edu.ph,_zte&3TN,1999-11-07,Female,Single,True,False,True,Bicycle,With Family,"Diligent, Honest, Adaptable, Witty, Confident","Sports, Music, Photography, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Social, Logical / Patterns, Auditory, Visual, Kinaesthetic / Hands-on, Read/Write",7
20-35169,Gregory Blake,20-35169@g.batstate-u.edu.ph,%neP?X7T,2001-03-20,Male,Single,False,False,False,Private Car / Taxi,Apartment,"Diligent, Witty, Adaptable, Honest, Obedient, Consitent","Games, Travel, Reading Books","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Kinaesthetic / Hands-on, Social, Read/Write",6
19-88222,Darrin Mcknight,19-88222@g.batstate-u.edu.ph,H4.wPaigL,2001-11-26,Male,Single,False,False,False,Private Car / Taxi,Dormitory,"Self-Disciplined, Confident, Diligent, Adaptable","Yoga, Programming, Food, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Visual, Auditory, Intuitive",2
22-68690,Carmen Grogan,22-68690@g.batstate-u.edu.ph,d2J!i8-O^,2004-01-26,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Ambitious, Diligent, Self-Disciplined, Persistent, Punctual","Yoga, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Read/Write, Kinaesthetic / Hands-on",6
19-63283,Kyle Roiger,19-63283@g.batstate-u.edu.ph,=7)FtY8(,2001-04-24,Male,Single,True,False,False,Private Car / Taxi,Apartment,"Ambitious, Alert, Responsible","Games, Yoga, Reading Books, Music","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Social, Kinaesthetic / Hands-on, Auditory, Visual",0
